C,test_acc
0.001,0.78
0.005623413251903491,0.74
0.03162277660168379,0.76
0.1778279410038923,0.82
1.0,0.86
5.623413251903491,0.86
31.622776601683793,0.88
177.82794100389228,0.88
1000.0,0.88
